50000 0.018292
100000 0.0190523
150000 0.0143266
200000 0.0156732
250000 0.0213164
300000 0.0247433
350000 0.0399162
400000 0.0337096
450000 0.0391767
500000 0.0418178
550000 0.0461856
600000 0.0501142
650000 0.05409
700000 0.0587003
750000 0.0624379
800000 0.0666737
850000 0.0710141
900000 0.0747098
950000 0.0801774
1000000 0.0999188
1050000 0.0898862
1100000 0.0937856
1150000 0.0973175
1200000 0.102963
1250000 0.106519
1300000 0.109781
1350000 0.114993
1400000 0.119313
1450000 0.121857
1500000 0.125924
1550000 0.130052
1600000 0.137186
1650000 0.144113
1700000 0.148601
1750000 0.151942
1800000 0.153695
1850000 0.157549
1900000 0.16383
1950000 0.178744
2000000 0.182887
2050000 0.184283
2100000 0.188448
2150000 0.198489
2200000 0.19736
2250000 0.204903
2300000 0.214537
2350000 0.21423
2400000 0.221174
2450000 0.22656
2500000 0.23527
2550000 0.22181
2600000 0.22507
2650000 0.23848
2700000 0.243629
2750000 0.237243
2800000 0.240846
2850000 0.256852
2900000 0.26148
2950000 0.269954
3000000 0.27068
